label,required,canonical,1999,2001,2003,2005,2007,2009,2011,2013,2015,2017,2019,2021,2023
ACC BONUS INCOME OF RP,0,var_237,,,,,,,,,,ER71280,ER77302,ER81629,ER85483
ACC BONUS INCOME OF SPOUSE,0,var_238,,,,,,,,,ER65231,ER71308,ER77330,ER81657,ER85511
ACC BUS/TRAIN EXPENDITURE,0,var_239,,,,,,ER46971C7A,ER52395C7A,ER58212C7A,ER65434A,ER71512A,ER77557,ER81884,ER85738
ACC BUSINESS INCOME,0,var_240,,,,,,ER46804,ER52212,ER58013,ER65193,ER71270,ER77292,ER81619,ER85473
ACC CHILDCARE EXPENDITURE,0,var_241,,,,,,ER46971D2A,ER52395D2A,ER58212D2A,ER65438A,ER71516A,ER77565,ER81892,ER85746
ACC CLOTHING EXPENDITURE,0,var_242,,,,,,ER46971E1A,ER52395E1A,ER58212E1A,ER65446A,ER71525A,ER77582,ER81909,ER85763
ACC COMMISSION INCOME OF HEAD,0,var_243,,,,,,ER46820,ER52228,ER58029,ER65209,,,,
ACC COMMISSION INCOME OF RP,0,var_244,,,,,,,,,,ER71286,ER77308,ER81635,ER85489
ACC COMMISSION INCOME OF SPOUSE,0,var_245,,,,,,,,,ER65237,ER71314,ER77336,ER81663,ER85517
ACC COMPUTING EXPENDITURE,0,var_246,,,,,,,,,,ER71522A,ER77576,ER81903,ER85757
ACC DOCTOR EXPENDITURE,0,var_247,,,,,,ER46971D5A,ER52395D5A,ER58212D5A,ER65441A,ER71519A,ER77570,ER81897,ER85751
ACC EDUCATION EXPENDITURE,0,var_248,,,,,,ER46971D1A,ER52395D1A,ER58212D1A,ER65437A,ER71515A,ER77563,ER81890,ER85744
ACC FARM INCOME OF HEAD,0,var_249,,,,,,ER46807,ER52215,ER58016,,,,,
ACC FARM INCOME OF HEAD AND SPOUSE,0,var_250,,,,,,,,,ER65196,,,,
ACC FARM INCOME OF RP AND SPOUSE,0,var_251,,,,,,,,,,ER71273,ER77295,ER81622,ER85476
ACC FOOD AT HOME EXPENDITURE,0,var_252,,,,,,ER46971A2A,ER52395A2A,ER58212A2A,ER65411A,ER71488A,ER77515,ER81842,ER85696
ACC FOOD AWAY FROM HOME EXPENDITURE,0,var_253,,,,,,ER46971A3A,ER52395A3A,ER58212A3A,ER65412A,ER71489A,ER77517,ER81844,ER85698
ACC FOOD DELIVERED EXPENDITURE,0,var_254,,,,,,ER46971A4A,ER52395A4A,ER58212A4A,ER65413A,ER71490A,ER77519,ER81846,ER85700
ACC GASOLINE EXPENDITURE,0,var_255,,,,,,ER46971C5A,ER52395C5A,ER58212C5A,ER65432A,ER71510A,ER77553,ER81880,ER85734
ACC HD WKS MISSED FOR OWN ILLNESS,0,var_256,,,,,,ER46771,ER52179,ER57980,ER65160,,,,
ACC HD WKS MISSED ILLNESS OF OTRS,0,var_257,,,,,,ER46769,ER52177,ER57978,ER65158,,,,
ACC HEAD WEEKS OFF FOR VACATION,0,var_258,,,,,,ER46773,ER52181,ER57982,ER65162,,,,
ACC HEAD WEEKS OUT OF LABOR FORCE,0,var_259,,,,,,ER46781,ER52189,ER57990,ER65170,,,,
ACC HEALTH INSURANCE EXPENDITURE,0,var_260,,,,,,ER46971D7A,ER52395D7A,ER58212D7A,ER65443A,ER71521A,ER77574,ER81901,ER85755
ACC HOME INSURANCE EXPENDITURE,0,var_261,,,,,,ER46971A9A,ER52395A9A,ER58212A9A,ER65418A,ER71496A,ER77530,ER81857,ER85711
ACC HOSPITAL/NURSING HOME EXPENDITURE,0,var_262,,,,,,ER46971D4A,ER52395D4A,ER58212D4A,ER65440A,ER71518A,ER77568,ER81895,ER85749
ACC HOUSEHOLD FURNISHING EXPENDITURE,0,var_263,,,,,,ER46971D9A,ER52395D9A,ER58212D9A,ER65445A,ER71524A,ER77580,ER81907,ER85761
ACC HOUSEHOLD REPAIRS EXPENDITURE,0,var_264,,,,,,ER46971D8A,ER52395D8A,ER58212D8A,ER65444A,ER71523A,ER77578,ER81905,ER85759
ACC LABOR INCOME OF WIFE,0,var_265,,,,,,ER46842,ER52250,ER58051,,,,,
ACC MARKET GARDENING INCOME OF HEAD,0,var_266,,,,,,ER46824,ER52232,ER58033,,,,,
ACC MISC LABOR INCOME OF HEAD,0,var_267,,,,,,ER46828,ER52236,ER58037,ER65215,,,,
ACC MISC LABOR INCOME OF RP,0,var_268,,,,,,,,,,ER71292,ER77314,ER81641,ER85495
ACC MISC LABOR INCOME OF SPOUSE,0,var_269,,,,,,,,,ER65243,ER71320,ER77342,ER81669,ER85523
ACC MORTGAGE EXPENDITURE,0,var_270,,,,,,ER46971A6A,ER52395A6A,ER58212A6A,ER65415A,ER71492A,ER77522,ER81849,ER85703
ACC OF HEAD ADDITIONAL JOB INCOME,0,var_271,,,,,,ER46826,ER52234,ER58035,ER65213,,,,
ACC OF RP ADDITIONAL JOB INCOME,0,var_272,,,,,,,,,,ER71290,ER77312,ER81639,ER85493
ACC OF SPOUSE ADDITIONAL JOB INCOME,0,var_273,,,,,,,,,ER65241,ER71318,ER77340,ER81667,ER85521
ACC OTHER RECREATION EXPENDITURE,0,var_274,,,,,,ER46971E3A,ER52395E3A,ER58212E3A,ER65448A,ER71527A,ER77586,ER81913,ER85767
ACC OTHER TRANSPORTATION EXPENDITURE,0,var_275,,,,,,ER46971C9A,ER52395C9A,ER58212C9A,ER65436A,ER71514A,ER77561,ER81888,ER85742
ACC OVERTIME INCOME OF HEAD,0,var_276,,,,,,ER46816,ER52224,ER58025,ER65205,,,,
ACC OVERTIME INCOME OF RP,0,var_277,,,,,,,,,,ER71282,ER77304,ER81631,ER85485
ACC OVERTIME INCOME OF SPOUSE,0,var_278,,,,,,,,,ER65233,ER71310,ER77332,ER81659,ER85513
ACC PARKING EXPENDITURE,0,var_279,,,,,,ER46971C6A,ER52395C6A,ER58212C6A,ER65433A,ER71511A,ER77555,ER81882,ER85736
ACC PRESCRIPTIONS/OTHER EXPENDITURE,0,var_280,,,,,,ER46971D6A,ER52395D6A,ER58212D6A,ER65442A,ER71520A,ER77572,ER81899,ER85753
ACC PROFESSIONAL PRACTICE OF SP,0,var_281,,,,,,,,,ER65239,ER71316,ER77338,ER81665,ER85519
ACC PROFESSIONL PRACTICE OF HD,0,var_282,,,,,,ER46822,ER52230,ER58031,ER65211,,,,
ACC PROFESSIONL PRACTICE OF RP,0,var_283,,,,,,,,,,ER71288,ER77310,ER81637,ER85491
ACC PROPERTY TAX EXPENDITURE,0,var_284,,,,,,ER46971A8A,ER52395A8A,ER58212A8A,ER65417A,ER71495A,ER77528,ER81855,ER85709
ACC RENT EXPENDITURE,0,var_285,,,,,,ER46971A7A,ER52395A7A,ER58212A7A,ER65416A,ER71494A,ER77526,ER81853,ER85707
ACC RP WEEKS OFF FOR VACATION,0,var_286,,,,,,,,,,ER71239,ER77261,ER81588,ER85442
ACC RP WEEKS OUT OF LABOR FORCE,0,var_287,,,,,,,,,,ER71247,ER77269,ER81596,ER85450
ACC RP WKS MISSED FOR OWN ILLNESS,0,var_288,,,,,,,,,,ER71237,ER77259,ER81586,ER85440
ACC RP WKS MISSED ILLNESS OF OTRS,0,var_289,,,,,,,,,,ER71235,ER77257,ER81584,ER85438
ACC SP WKS MISSED FOR OWN ILLNESS,0,var_290,,,,,,,,,ER65181,ER71258,ER77280,ER81607,ER85461
ACC SP WKS MISSED ILLNESS OF OTRS,0,var_291,,,,,,,,,ER65179,ER71256,ER77278,ER81605,ER85459
ACC SPOUSE WEEKS OFF FOR VACATION,0,var_292,,,,,,,,,ER65183,ER71260,ER77282,ER81609,ER85463
ACC SPOUSE WEEKS OUT OF LABOR FORCE,0,var_293,,,,,,,,,ER65191,ER71268,ER77290,ER81617,ER85471
ACC TAXICAB EXPENDITURE,0,var_294,,,,,,ER46971C8A,ER52395C8A,ER58212C8A,ER65435A,ER71513A,ER77559,ER81886,ER85740
ACC TELEPHONE/INTERNET EXPENDITURE,0,var_295,,,,,,ER46971B6A,ER52395B6A,ER58212B6A,ER65424A,ER71502A,ER77538,ER81865,ER85719
ACC TIPS OF HEAD,0,var_296,,,,,,ER46818,ER52226,ER58027,ER65207,,,,
ACC TIPS OF RP,0,var_297,,,,,,,,,,ER71284,ER77306,ER81633,ER85487
ACC TIPS OF SPOUSE,0,var_298,,,,,,,,,ER65235,ER71312,ER77334,ER81661,ER85515
ACC TRIPS EXPENDITURE,0,var_299,,,,,,ER46971E2A,ER52395E2A,ER58212E2A,ER65447A,ER71526A,ER77584,ER81911,ER85765
ACC UTILITY EXPENDITURE,0,var_300,,,,,,ER46971B1A,ER52395B1A,ER58212B1A,ER65419A,ER71497A,ER77532,ER81859,ER85713
ACC VAL CD/BONDS/TB (W28),0,var_301,,,,,,,,,,,ER77462,ER81789,ER85643
ACC VAL CHECKING/SAVING (W28),0,var_302,S405A,S505A,S605A,S705A,S805A,ER46943,ER52351,ER58162,ER65359,ER71436,,,
ACC VAL CHECKING/SAVING (W28A),0,var_303,,,,,,,,,,,ER77458,ER81785,ER85639
ACC VAL CREDIT CARD DEBT (W39A),0,var_304,,,,,,,ER52373,ER58186,ER65383,ER71460,ER77486,ER81813,ER85667
ACC VAL FAMILY LOAN DEBT (W39B4),0,var_305,,,,,,,ER52389,ER58202,ER65399,ER71476,ER77502,ER81829,ER85683
ACC VAL LEGAL DEBT (W39B3),0,var_306,,,,,,,ER52385,ER58198,ER65395,ER71472,ER77498,ER81825,ER85679
ACC VAL MEDICAL DEBT (W39B2),0,var_307,,,,,,,ER52381,ER58194,ER65391,ER71468,ER77494,ER81821,ER85675
ACC VAL OTH REAL ESTATE (W2),0,var_308,S409A,S509A,S609A,S709A,S809A,ER46951,ER52355,,,,,,
ACC VAL OTH REAL ESTATE ASSET (W2A),0,var_309,,,,,,,,ER58166,ER65363,ER71440,ER77466,ER81793,ER85647
ACC VAL OTH REAL ESTATE DEBT (W2B),0,var_310,,,,,,,,ER58168,ER65365,ER71442,ER77468,ER81795,ER85649
ACC VAL OTHER DEBT (W38B7),0,var_311,,,,,,,,ER58206,ER65403,ER71480,ER77506,ER81833,ER85687
ACC VAL STUDENT LOAN DEBT (W39B1),0,var_312,,,,,,,ER52377,ER58190,ER65387,ER71464,ER77490,ER81817,ER85671
ACC VALUE ANNUITY/IRA (W22),0,var_313,S419A,S519A,S619A,S719A,S819A,ER46965,ER52369,ER58182,ER65379,ER71456,ER77482,ER81809,ER85663
ACC VALUE FARM/BUS (W,0,var_314,,,,,,,ER52347,,,,,,
ACC VALUE FARM/BUS (W11),0,var_315,S403A,S503A,S603A,S703A,S803A,ER46939,,,,,,,
ACC VALUE FARM/BUS ASSET (W11A),0,var_316,,,,,,,,ER58156,ER65353,ER71430,ER77452,ER81779,ER85633
ACC VALUE FARM/BUS DEBT (W11B),0,var_317,,,,,,,,ER58158,ER65355,ER71432,ER77454,ER81781,ER85635
ACC VALUE HOME EQUITY,0,var_318,S420A,S520A,S620A,S720A,S820A,ER46967,ER52391,ER58208,ER65405,ER71482,ER77508,ER81835,ER85689
ACC VALUE OF HOME IF RENTED,0,var_319,,,,,,,,,,ER71493A,ER77524,ER81851,ER85705
ACC VALUE OTH ASSETS (W34),0,var_320,S415A,S515A,S615A,S715A,S815A,ER46961,ER52365,ER58178,ER65375,ER71452,ER77478,ER81805,ER85659
ACC VALUE OTH DEBT (W39),0,var_321,S407A,S507A,S607A,S707A,S807A,ER46947,,,,,,,
ACC VALUE STOCKS (W16),0,var_322,S411A,S511A,S611A,S711A,S811A,ER46955,ER52359,ER58172,ER65369,ER71446,ER77472,ER81799,ER85653
ACC VALUE VEHICLES (W6),0,var_323,S413A,S513A,S613A,S713A,S813A,ER46957,ER52361,ER58174,ER65371,ER71448,ER77474,ER81801,ER85655
ACC VEHICLE DOWN PAYMENT EXPENDITURE,0,var_324,,,,,,ER46971B9A,ER52395B9A,ER58212B9A,ER65427A,ER71505A,ER77543,ER81870,ER85724
ACC VEHICLE LEASE PAYMENT EXPENDITURE,0,var_325,,,,,,ER46971C1A,ER52395C1A,ER58212C1A,ER65428A,ER71506A,ER77545,ER81872,ER85726
ACC VEHICLE LOAN PAYMENT EXPENDITURE,0,var_326,,,,,,ER46971B8A,ER52395B8A,ER58212B8A,ER65426A,ER71504A,ER77541,ER81868,ER85722
ACC VEHICLE REPAIR EXPENDITURE,0,var_327,,,,,,ER46971C4A,ER52395C4A,ER58212C4A,ER65431A,ER71509A,ER77551,ER81878,ER85732
ACC WAGES AND SALARIES OF HEAD,0,var_328,,,,,,ER46812,ER52220,ER58021,ER65201,,,,
ACC WAGES AND SALARIES OF RP,0,var_329,,,,,,,,,,ER71278,ER77300,ER81627,ER85481
ACC WAGES AND SALARIES OF SPOUSE,0,var_330,,,,,,,,,ER65229,ER71306,ER77328,ER81655,ER85509
ACC WEALTH W/ EQUITY (WEALTH2),0,var_331,S417A,S517A,S617A,S717A,S817A,ER46971,ER52395,ER58212,ER65409,ER71486,ER77512,ER81839,ER85693
ACC WEALTH W/O EQUITY (WEALTH1),0,var_332,S416A,S516A,S616A,S716A,S816A,ER46969,ER52393,ER58210,ER65407,ER71484,ER77510,ER81837,ER85691
ACC WF WKS MISSED FOR OWN ILLNESS,0,var_333,,,,,,ER46792,ER52200,ER58001,,,,,
ACC WF WKS MISSED ILLNESS OF OTRS,0,var_334,,,,,,ER46790,ER52198,ER57999,,,,,
ACC WIFE WEEKS OFF FOR VACATION,0,var_335,,,,,,ER46794,ER52202,ER58003,,,,,
ACC WIFE WEEKS OUT OF LABOR FORCE,0,var_336,,,,,,ER46802,ER52210,ER58011,,,,,
ACC WTR ANNUITY/IRA (W,0,var_337,,,,,,,,,,,,ER81807,
ACC WTR ANNUITY/IRA (W21),0,var_338,S418A,S518A,S618A,S718A,S818A,ER46963,ER52367,ER58180,ER65377,ER71454,ER77480,,ER85661
ACC WTR CD/BONDS/TB (W27),0,var_339,,,,,,,,,,,ER77460,ER81787,ER85641
ACC WTR CHECKING/SAVING (W27),0,var_340,S404A,S504A,S604A,S704A,S804A,ER46941,ER52349,ER58160,ER65357,ER71434,,,
ACC WTR CHECKING/SAVING (W27A),0,var_341,,,,,,,,,,,ER77456,ER81783,ER85637
ACC WTR CREDIT CARD DEBT (W38A),0,var_342,,,,,,,ER52371,ER58184,ER65381,ER71458,ER77484,ER81811,ER85665
ACC WTR FAMILY LOAN DEBT (W38B4),0,var_343,,,,,,,ER52387,ER58200,ER65397,ER71474,ER77500,ER81827,ER85681
ACC WTR FARM/BUS (W10),0,var_344,S402A,S502A,S602A,S702A,S802A,ER46937,ER52345,ER58154,ER65351,ER71428,ER77450,ER81777,ER85631
ACC WTR LEGAL DEBT (W38B3),0,var_345,,,,,,,ER52383,ER58196,ER65393,ER71470,ER77496,ER81823,ER85677
ACC WTR MEDICAL DEBT (W38B2),0,var_346,,,,,,,ER52379,ER58192,ER65389,ER71466,ER77492,ER81819,ER85673
ACC WTR OTH ASSETS (W33),0,var_347,S414A,S514A,S614A,S714A,S814A,ER46959,ER52363,ER58176,ER65373,ER71450,ER77476,ER81803,ER85657
ACC WTR OTH DEBT (W38),0,var_348,S406A,S506A,S606A,S706A,S806A,ER46945,,,,,,,
ACC WTR OTH REAL ESTATE (W1),0,var_349,S408A,S508A,S608A,S708A,S808A,ER46949,ER52353,ER58164,ER65361,ER71438,ER77464,ER81791,ER85645
ACC WTR OTHER DEBT (W38B7),0,var_350,,,,,,,,ER58204,ER65401,ER71478,ER77504,ER81831,ER85685
ACC WTR STOCKS (W,0,var_351,,,,,,,,,ER65367,,,,
ACC WTR STOCKS (W15),0,var_352,S410A,S510A,S610A,S710A,S810A,ER46953,ER52357,ER58170,,ER71444,ER77470,ER81797,ER85651
ACC WTR STUDENT LOAN DEBT (W38B1),0,var_353,,,,,,,ER52375,ER58188,ER65385,ER71462,ER77488,ER81815,ER85669
ACCURACY ANNUITIES INCOME-HEAD,0,var_354,,,,,,,,ER54147,ER61189,,,,
ACCURACY ANNUITIES INCOME-RP,0,var_355,,,,,,,,,,ER67241,ER73264,ER79360,ER83335
ACCURACY HD OVERTIME WORK HOURS,0,var_356,,,,,,ER46766,ER52174,ER57975,ER65155,,,,
ACCURACY HEAD UNEMPLOYMENT WEEKS,0,var_357,,,,,,ER46779,ER52187,ER57988,ER65168,,,,
ACCURACY HEAD WEEKLY WORK HOURS,0,var_358,,,,,,ER46764,ER52172,ER57973,ER65153,,,,
ACCURACY HEAD WEEKS LAID OFF,0,var_359,,,,,,ER46777,ER52185,ER57986,ER65166,,,,
ACCURACY HEAD WORK WEEKS,0,var_360,,,,,,ER46762,ER52170,ER57971,ER65151,,,,
ACCURACY OF ADC/TANF INCOME-HEAD,0,var_361,,,,,,,,ER54062,ER61104,,,,
ACCURACY OF ADC/TANF INCOME-RP,0,var_362,,,,,,,,,,ER67156,ER73179,ER79275,ER83250
ACCURACY OF ADC/TANF INCOME-SPOUSE,0,var_363,,,,,,,,,ER61508,ER67511,ER73534,ER79655,ER83624
ACCURACY OF ADC/TANF INCOME-WIFE,0,var_364,,,,,,,,ER54432,,,,,
ACCURACY OF ADC/TANF-HEAD,0,var_365,,,,,,ER43062,ER48384,,,,,,
ACCURACY OF ADC/TANF-WIFE,0,var_366,,,,,,ER43412,ER48737,,,,,,
ACCURACY OF ALIMONY INCOME-HEAD,0,var_367,,,,,,,,ER54244,ER61286,,,,
ACCURACY OF ALIMONY INCOME-RP,0,var_368,,,,,,,,,,ER67338,ER73361,ER79463,ER83432
ACCURACY OF ALIMONY INCOME-SPOUSE,0,var_369,,,,,,,,,ER61556,ER67692,ER73715,ER79836,ER83805
ACCURACY OF ALIMONY-HEAD,0,var_370,,,,,,ER43225,ER48550,,,,,,
ACCURACY OF ANNUAL PROPERTY TAX,0,var_371,,,,,,ER42038,ER47343,ER53043,ER60044,ER66046,ER72046,ER78047,ER82048
ACCURACY OF ANNUITIES INCOME-SPOUSE,0,var_372,,,,,,,,,ER61607,ER67595,ER73618,ER79739,ER83708
ACCURACY OF ANNUITIES INCOME-WIFE,0,var_373,,,,,,,,ER54496,,,,,
ACCURACY OF ANNUITIES-HEAD,0,var_374,,,,,,ER43144,ER48469,,,,,,
ACCURACY OF ANY OTHER INCOME-HEAD,0,var_375,,,,,,,,ER54292,ER61334,,,,
ACCURACY OF ANY OTHER INCOME-RP,0,var_376,,,,,,,,,,ER67386,ER73409,ER79511,ER83480
ACCURACY OF ANYTHING ELSE-HEAD,0,var_377,,,,,,ER43273,ER48598,,,,,,
ACCURACY OF BONUS INCOME-HEAD,0,var_378,,,,,,,,ER53940,ER60999,,,,
ACCURACY OF BONUS INCOME-RP,0,var_379,,,,,,,,,,ER67051,ER73074,ER79151,ER83126
ACCURACY OF BONUS INCOME-SPOUSE,0,var_380,,,,,,,,,ER61354,ER67406,ER73429,ER79531,ER83500
ACCURACY OF BONUS-HEAD,0,var_381,,,,,,ER42924,ER48246,,,,,,
ACCURACY OF BUSINESS1 PROFIT/LOSS,0,var_382,,,,,,ER42861,ER48183,ER53877,ER60936,ER66988,ER73011,ER79088,ER83063
ACCURACY OF BUSINESS2 PROFIT/LOSS,0,var_383,,,,,,ER42875,ER48197,ER53891,ER60950,ER67002,ER73025,ER79102,ER83077
ACCURACY OF BUSINESS3 PROFIT/LOSS,0,var_384,,,,,,ER42889,ER48211,ER53905,ER60964,ER67016,ER73039,ER79116,ER83091
ACCURACY OF BUSINESS4 PROFIT/LOSS,0,var_385,,,,,,ER42903,ER48225,ER53919,ER60978,ER67030,ER73053,ER79130,ER83105
ACCURACY OF BUSINESS5 PROFIT/LOSS,0,var_386,,,,,,ER42917,ER48239,ER53933,ER60992,ER67044,ER73067,ER79144,ER83119
ACCURACY OF CHILD SUPPORT INCOME-HEAD,0,var_387,,,,,,,,ER54228,ER61270,,,,
ACCURACY OF CHILD SUPPORT INCOME-RP,0,var_388,,,,,,,,,,ER67322,ER73345,ER79447,ER83416
ACCURACY OF CHILD SUPPORT INCOME-SPOUSE,0,var_389,,,,,,,,,ER61524,ER67676,ER73699,ER79820,ER83789
ACCURACY OF CHILD SUPPORT INCOME-WIFE,0,var_390,,,,,,,,ER54448,,,,,
ACCURACY OF CHILD SUPPORT-HEAD,0,var_391,,,,,,ER43209,ER48534,,,,,,
ACCURACY OF CHILD SUPPORT-WIFE,0,var_392,,,,,,ER43428,ER48753,,,,,,
ACCURACY OF COMMISSION INCOME-HEAD,0,var_393,,,,,,,,ER53949,ER61008,,,,
ACCURACY OF COMMISSION INCOME-RP,0,var_394,,,,,,,,,,ER67060,ER73083,ER79160,ER83135
ACCURACY OF COMMISSION INCOME-SPOUSE,0,var_395,,,,,,,,,ER61363,ER67415,ER73438,ER79540,ER83509
ACCURACY OF COMMISSION-HEAD,0,var_396,,,,,,ER42933,ER48255,,,,,,
ACCURACY OF DAYS LAID OFF (HD),0,var_397,,,,,,ER42333,ER47646,ER53346,ER60361,,,,
ACCURACY OF DAYS LAID OFF (RP),0,var_398,,,,,,,,,,ER66364,ER72364,ER78403,ER82390
ACCURACY OF DAYS LAID OFF (SP),0,var_399,,,,,,,,,ER60624,ER66639,ER72641,ER78717,ER82709
ACCURACY OF DAYS LAID OFF (WF),0,var_400,,,,,,ER42585,ER47903,ER53609,,,,,
ACCURACY OF DAYS OTRS SICK (HD),0,var_401,,,,,,ER42305,ER47618,ER53318,ER60333,,,,
ACCURACY OF DAYS OTRS SICK (RP),0,var_402,,,,,,,,,,ER66336,ER72336,ER78372,ER82359
ACCURACY OF DAYS OTRS SICK (SP),0,var_403,,,,,,,,,ER60596,ER66611,ER72613,ER78686,ER82678
ACCURACY OF DAYS OTRS SICK (WF),0,var_404,,,,,,ER42557,ER47875,ER53581,,,,,
ACCURACY OF DAYS OUT OF LAB FORCE (HD),0,var_405,,,,,,ER42359,ER47672,ER53372,ER60387,,,,
ACCURACY OF DAYS OUT OF LAB FORCE (RP),0,var_406,,,,,,,,,,ER66390,ER72390,ER78429,ER82416
ACCURACY OF DAYS OUT OF LAB FORCE (SP),0,var_407,,,,,,,,,ER60650,ER66665,ER72667,ER78743,ER82735
ACCURACY OF DAYS OUT OF LAB FORCE (WF),0,var_408,,,,,,ER42611,ER47929,ER53635,,,,,
ACCURACY OF DAYS SELF ILL (HD),0,var_409,,,,,,ER42312,ER47625,ER53325,ER60340,,,,
ACCURACY OF DAYS SELF ILL (RP),0,var_410,,,,,,,,,,ER66343,ER72343,ER78380,ER82367
ACCURACY OF DAYS SELF ILL (SP),0,var_411,,,,,,,,,ER60603,ER66618,ER72620,ER78694,ER82686
ACCURACY OF DAYS SELF ILL (WF),0,var_412,,,,,,ER42564,ER47882,ER53588,,,,,
ACCURACY OF DAYS UNEMPLOYED (HD),0,var_413,,,,,,ER42340,ER47653,ER53353,ER60368,,,,
ACCURACY OF DAYS UNEMPLOYED (RP),0,var_414,,,,,,,,,,ER66371,ER72371,ER78410,ER82397
ACCURACY OF DAYS UNEMPLOYED (SP),0,var_415,,,,,,,,,ER60631,ER66646,ER72648,ER78724,ER82716
ACCURACY OF DAYS UNEMPLOYED (WF),0,var_416,,,,,,ER42592,ER47910,ER53616,,,,,
ACCURACY OF DAYS VACATION (HD),0,var_417,,,,,,ER42319,ER47632,ER53332,ER60347,,,,
ACCURACY OF DAYS VACATION (RP),0,var_418,,,,,,,,,,ER66350,ER72350,ER78388,ER82375
ACCURACY OF DAYS VACATION (SP),0,var_419,,,,,,,,,ER60610,ER66625,ER72627,ER78702,ER82694
ACCURACY OF DAYS VACATION (WF),0,var_420,,,,,,ER42571,ER47889,ER53595,,,,,
ACCURACY OF DELIVERD FOOD-RECD FD STAMPS,0,var_421,,,,,,ER42718,ER48034,ER53731,ER60746,ER66793,ER72797,ER78874,ER82867
ACCURACY OF DELIVERED FOOD-NO FD STAMPS,0,var_422,,,,,,ER42728,ER48044,ER53741,ER60756,ER66803,ER72807,ER78884,ER82877
ACCURACY OF DIVIDEND INCOME-SPOUSE,0,var_423,,,,,,,,,ER61440,ER67460,ER73483,ER79605,ER83574
ACCURACY OF DIVIDEND INCOME-WIFE,0,var_424,,,,,,,,ER54364,,,,,
ACCURACY OF DIVIDENDS INCOME-HEAD,0,var_425,,,,,,,,ER54011,ER61053,,,,
ACCURACY OF DIVIDENDS INCOME-RP,0,var_426,,,,,,,,,,ER67105,ER73128,ER79225,ER83200
ACCURACY OF DIVIDENDS-HEAD,0,var_427,,,,,,ER43012,ER48334,,,,,,
ACCURACY OF DIVIDENDS-WIFE,0,var_428,,,,,,ER43345,ER48670,,,,,,
ACCURACY OF FARM INCOME,0,var_429,,,,,,ER42846,ER48168,ER53862,ER60921,ER66973,ER72996,ER79073,ER83048
ACCURACY OF FOOD AT HOME-NO FD STAMPS,0,var_430,,,,,,ER42724,ER48040,ER53737,ER60752,ER66799,ER72803,ER78880,ER82873
ACCURACY OF FOOD AT HOME-RECD FD STAMPS,0,var_431,,,,,,ER42714,ER48030,ER53727,ER60742,ER66789,ER72793,ER78870,ER82863
ACCURACY OF FOOD EATEN OUT-NO FD STAMPS,0,var_432,,,,,,ER42731,ER48047,ER53744,ER60759,ER66806,ER72810,ER78887,ER82880
ACCURACY OF FOOD EATN OUT-RECD FD STAMPS,0,var_433,,,,,,ER42721,ER48037,ER53734,ER60749,ER66796,ER72800,ER78877,ER82870
ACCURACY OF FOOD STAMPS 2 YEARS AGO,0,var_434,,,,,,ER42678,ER47994,,,,,,
ACCURACY OF FOOD STAMPS LAST MONTH,0,var_435,,,,,,ER42710,ER48026,ER53723,ER60738,ER66785,ER72789,ER78866,ER82859
ACCURACY OF FOOD STAMPS LAST YEAR,0,var_436,,,,,,ER42694,ER48010,ER53707,ER60722,ER66769,ER72773,ER78850,ER82843
ACCURACY OF GIG WORK INCOME - RP,0,var_437,,,,,,,,,,,,ER79198,ER83173
ACCURACY OF GIG WORK INCOME -SP,0,var_438,,,,,,,,,,,,ER79578,ER83547
ACCURACY OF GSD6 LOST EARNINGS,0,var_439,,,,,,,,,,,ER72979,,
ACCURACY OF HD HOUSEWORK HRS,0,var_440,,,,,,ER42647,ER47965,ER53677,ER60692,,,,
ACCURACY OF HD INCOME FROM TRUSTS,0,var_441,,,,,,ER46837,ER52245,ER58046,ER65224,,,,
ACCURACY OF HD MISC TRANSFERS,0,var_442,,,,,,ER46879,ER52287,ER58090,ER65283,,,,
ACCURACY OF HEAD ALIMONY,0,var_443,,,,,,ER46873,ER52281,ER58084,ER65277,,,,
ACCURACY OF HEAD ANNUITIES,0,var_444,,,,,,ER46863,ER52271,ER58072,ER65265,,,,
ACCURACY OF HEAD CHILD SUPPORT,0,var_445,,,,,,ER46871,ER52279,ER58082,ER65275,,,,
ACCURACY OF HEAD DIVIDENDS,0,var_446,,,,,,ER46833,ER52241,ER58042,ER65220,,,,
ACCURACY OF HEAD HELP FROM OTHERS,0,var_447,,,,,,ER46877,ER52285,ER58088,ER65281,,,,
ACCURACY OF HEAD HELP FROM RELS,0,var_448,,,,,,ER46875,ER52283,ER58086,ER65279,,,,
ACCURACY OF HEAD HOURS WORKED LAST YEAR,0,var_449,,,,,,ER42149,ER47457,ER53157,ER60172,,,,
ACCURACY OF HEAD INCOME FROM TANF,0,var_450,,,,,,ER46853,ER52261,ER58062,ER65255,,,,
ACCURACY OF HEAD INTEREST INCOME,0,var_451,,,,,,ER46835,ER52243,ER58044,ER65222,,,,
ACCURACY OF HEAD IRAS,0,var_452,,,,,,,,ER58074,ER65267,,,,
ACCURACY OF HEAD OT HOURS WRKD LAST YR,0,var_453,,,,,,,ER47461,ER53161,ER60176,,,,
ACCURACY OF HEAD OTHER RETIREMENT,0,var_454,,,,,,ER46865,ER52273,ER58076,ER65269,,,,
